Note:
• Seats_Total is the enrollment limit for the section.
• Seats_Available is the number of seats currently open.
• A blank instructor field means the instructor was not listed in the schedule data.


Subject,Course,Section,Type,Instructor,Seats_Total,Seats_Available
PHIL	051	001‑000‑LE	PHIL 051 (Lecture)	132	132	–	–	AC
PHIL	051	001‑001‑DI	PHIL 051 (Discussion 1)	33	33	–	–	AC
PHIL	051	001‑002‑DI	PHIL 051 (Discussion 2)	33	33	–	–	AC
PHIL	051	001‑003‑DI	PHIL 051 (Discussion 3)	33	33	–	–	AC
PHIL	051	001‑004‑DI	PHIL 051 (Discussion 4)	33	33	–	–	AC
PHIL	087	001‑000‑SE	PHIL 087 (Seminar)	20	20	–	–	AC
PHIL	110	001‑000‑LE	PHIL 110	45	45	–	–	AC
PHIL	120	001‑000‑LE	PHIL 120	45	45	–	–	AC
PHIL	134	001‑000‑LE	PHIL 134	40	40	–	–	AC
PHIL	136	001‑000‑LE	PHIL 136	40	40	–	–	AC
PHIL	142	001‑000‑LE	PHIL 142	40	40	–	–	AC
PHIL	147	001‑000‑LE	PHIL 147	40	40	–	–	AC
PHIL	153	001‑000‑LE	PHIL 153	40	40	–	–	AC
PHIL	159	001‑000‑LE	PHIL 159	40	40	–	–	AC
PHIL	167	001‑000‑LE	PHIL 167	40	40	–	–	AC
PHIL	168	001‑000‑LE	PHIL 168	40	40	–	–	AC
PHIL	173	001‑000‑LE	PHIL 173	40	40	–	–	AC
PHIL	176	001‑000‑LE	PHIL 176	40	40	–	–	AC
PHIL	191A	001‑000‑TU	PHIL 191A (Tut 1)	1	1	–	–	AC
PHIL	191A	002‑000‑TU	PHIL 191A (Tut 2)	2	2	–	–	AC
PHIL	191A	003‑000‑TU	PHIL 191A (Tut 3)	1	1	–	–	AC
PHIL	191B	001‑000‑TU	PHIL 191B (Tut)	1	1	–	–	AC
PHIL	195P	001‑000‑LE	PHIL 195P (Lecture 1)	99 999	99 999	–	–	AC
PHIL	195P	001‑001‑PR	PHIL 195P (Practicum 1)	5	5	–	–	AC
PHIL	195P	002‑000‑LE	PHIL 195P (Lecture 2)	1	1	–	–	AC
PHIL	195P	002‑001‑PR	PHIL 195P (Practicum 2)	1	1	–	–	AC
PHIL	195P	003‑000‑LE	PHIL 195P (Lecture 3)	1	1	–	–	AC
PHIL	195P	003‑001‑PR	PHIL 195P (Practicum 3)	1	1	–	–	AC
PHIL	199	001‑000‑IN	PHIL 199 (Ind Study 1)	9 999	9 999	–	–	AC
…	…	…	…	…	…	…	…	…
PHIL	199	024‑000‑IN	PHIL 199 (Ind Study 24)	9 999	9 999	–	–	AC
PHIL	202	001‑000‑SE	PHIL 202 (Seminar)	20	20	–	–	AC
PHIL	209C	001‑000‑SE	PHIL 209C (Seminar)	10	10	–	–	AC
PHIL	210	001‑000‑SE	PHIL 210 (Seminar)	20	20	–	–	AC
PHIL	220	001‑000‑SE	PHIL 220 (Seminar)	20	20	–	–	AC
PHIL	271	001‑000‑SE	PHIL 271 (Seminar)	9 999	9 999	–	–	AC
PHIL	275	001‑000‑SE	PHIL 275 (Seminar)	9 999	9 999	–	–	AC
PHIL	277	001‑000‑SE	PHIL 277 (Seminar)	9 999	9 999	–	–	AC
PHIL	278	001‑000‑SE	PHIL 278 (Seminar)	9 999	9 999	–	–	AC
PHIL	280	001‑000‑SE	PHIL 280 (Seminar)	9 999	9 999	–	–	AC
PHIL	281	001‑000‑SE	PHIL 281 (Seminar)	9 999	9 999	–	–	AC
PHIL	282	001‑000‑SE	PHIL 282 (Seminar)	9 999	9 999	–	–	AC
PHIL	283	001‑000‑SE	PHIL 283 (Seminar)	9 999	9 999	–	–	AC
PHIL	284	001‑000‑SE	PHIL 284 (Seminar)	20	20	–	–	AC
PHIL	286	001‑000‑SE	PHIL 286 (Seminar)	9 999	9 999	–	–	AC
PHIL	287	001‑000‑SE	PHIL 287 (Seminar)	9 999	9 999	–	–	AC
PHIL	290	001‑000‑IN	PHIL 290 (Ind Study 1)	9 999	9 999	–	–	AC
…	…	…	…	…	…	…	…	…
PHIL	290	024‑000‑IN	PHIL 290 (Ind Study 24)	9 999	9 999	–	–	AC
PHIL	295	001‑000‑IN	PHIL 295 (Research Topics 1)	9 999	9 999	–	–	AC
…	…	…	…	…	…	…	…	…
PHIL	295	024‑000‑IN	PHIL 295 (Research Topics 24)	9 999	9 999	–	–	AC
PHIL	299	001‑000‑IN	PHIL 299 (Thesis Research 1)	9 999	9 999	–	–	AC
…	…	…	…	…	…	…	…	…
PHIL	299	024‑000‑IN	PHIL 299 (Thesis Research 24)	9 999	9 999	–	–	AC
PHIL	500	001‑000‑IN	PHIL 500 (Apprentice Teaching 1)	9 999	9 999	–	–	AC
…	…	…	…	…	…	…	…	…
PHIL	500	024‑000‑IN	PHIL 500 (Apprentice Teaching 24)	9 999	9 999	–	–	AC
PHYS	001A	001‑000‑LE	PHYS 001A (Lecture 1)	410	410	–	–	AC
PHYS	001A	002‑000‑LE	PHYS 001A (Lecture 2)	360	360	–	–	AC
PHYS	001A	003‑000‑LE	PHYS 001A (Lecture 3)	360	360	–	–	AC
PHYS	001AL	001‑000‑LA	PHYS 001AL (Lab 1)	30	30	–	–	AC
PHYS	001AL	002‑000‑LA	PHYS 001AL (Lab 2)	30	30	–	–	AC
…	…	…	…	…	…	…	…	…
PHYS	001AL	024‑000‑LA	PHYS 001AL (Lab 24)	30	30	–	–	AC
PHYS	001AL	025‑000‑LA	PHYS 001AL (Lab 25)	30	30	–	–	AC
…	…	…	…	…	…	…	…	…
PHYS	001AL	038‑000‑LA	PHYS 001AL (Lab 38)	30	30	–	–	AC
PHYS	001AL	039‑000‑LA	PHYS 001AL (Lab 39)	30	30	–	–	AC
PHYS	001AL	040‑000‑LA	PHYS 001AL (Lab 40)	30	30	–	–	AC
PHYS	001AL	041‑000‑LA	PHYS 001AL (Lab 41)	30	30	–	–	AC
PHYS	001AL	042‑000‑LA	PHYS 001AL (Lab 42)	30	30	–	–	AC
PHYS	001B	001‑000‑LE	PHYS 001B (Lecture)	360	360	–	–	AC
PHYS	001BL	001‑000‑LA	PHYS 001BL (Lab 1)	30	30	–	–	AC
PHYS	001BL	002‑000‑LA	PHYS 001BL (Lab 2)	30	30	–	–	AC
…	…	…	…	…	…	…	…	…
PHYS	001BL	013‑000‑LA	PHYS 001BL (Lab 13)	30	30





Subject,Course,SectionCode,InstructionType,EnrollmentLimit,Enrolled,SeatsAvailable,WaitlistCapacity,WaitlistEnrolled,WaitlistAvailable,Status
POLI,102G,001-000-LE,lecture,104,0,104,,,
POLI,104J,001-000-LE,lecture,295,0,295,,,
POLI,104M,001-000-LE,lecture,206,0,206,,,
POLI,104U,001-000-LE,lecture,183,0,183,,,
POLI,111B,001-000-LE,lecture,68,0,68,,,
POLI,112B,001-000-LE,lecture,105,0,105,,,
POLI,117R,001-000-LE,lecture,200,0,200,,,
POLI,121D,001-000-LE,lecture,147,0,147,,,
POLI,124A,001-000-LE,lecture,70,0,70,,,
POLI,130B,001-000-LE,lecture,75,0,75,,,
POLI,142D,001-000-LE,lecture,235,0,235,,,
POLI,142K,001-000-LE,lecture,196,0,196,,,
POLI,142L,001-000-LE,lecture,158,0,158,,,
POLI,145C,001-000-LE,lecture,196,0,196,,,
POLI,151,001-000-LE,lecture,196,0,196,,,
POLI,154,001-000-LE,lecture,104,0,104,,,
POLI,172,001-000-LE,lecture,65,0,65,,,
POLI,174D,001-000-LE,lecture,65,0,65,,,
POLI,191A,001-000-SE,se,25,0,25,,,
POLI,194,001-000-SE,se,9999,0,9999,,,
POLI,195,001-000-SE,se,25,0,25,,,
POLI,197SD,001-000-IT,it,25,0,25,,,
POLI,204A,001-000-SE,se,25,0,25,,,
POLI,204B,001-000-SE,se,25,0,25,,,
POLI,240,001-000-SE,se,25,0,25,,,
POLI,256,001-000-SE,se,25,0,25,,,
POLI,279,001-000-SE,se,25,0,25,,,
POLI,280,001-000-SE,se,35,0,35,,,
POLI,281,001-000-SE,se,20,0,20,,,
POLI,282,001-000-SE,se,25,0,25,,,
POLI,283,001-000-SE,se,25,0,25,,,
POLI,285,001-000-SE,se,25,0,25,,,
POLI,286,001-000-SE,se,25,0,25,,,
PSY,296,001-000-IN,in,5,0,5,,,
PSY,296,002-000-IN,in,5,0,5,,,
PSY,299,001-000-IN,in,5,0,5,,,
PSY,299,002-000-IN,in,5,0,5,,,
PSY,401,001-000-CL,cl,50,0,50,,,
PSY,403,001-000-CL,cl,10,0,10,,,


Subject	Course	Section	Type	Limit	Enrolled	Seats Available	Waitlist Cap.	Waitlist Enr.	Waitlist Avail.	Status
PSY	405	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	426T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	427	001‑000‑CL	 cl	8	0	8	–	–	–	AC
PSY	427T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	429	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	429T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	430	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	430T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	431	001‑000‑LE	 lecture	10	0	10	–	–	–	AC
PSY	431	001‑001‑SE	 seminar	10	0	10	–	–	–	AC
PSY	431T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	435	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	435T	001‑000‑CL	 cl	10	0	10	–	–	–	AC
PSY	496	001‑000‑IN	 independent study	10	0	10	–	–	–	AC
PSY	496	002‑000‑IN	 independent study	10	0	10	–	–	–	AC
PSYC	100	001‑000‑LE	 lecture	223	0	223	–	–	–	AC
PSYC	101	001‑000‑LE	 lecture	175	0	175	–	–	–	AC
PSYC	102	001‑000‑LE	 lecture	91	0	91	–	–	–	AC
PSYC	104	001‑000‑LE	 lecture	175	0	175	–	–	–	AC
PSYC	105	001‑000‑LE	 lecture	170	0	170	–	–	–	AC
PSYC	106	001‑000‑LE	 lecture	170	0	170	–	–	–	AC
PSYC	108	001‑000‑LE	 lecture	125	0	125	–	–	–	AC
PSYC	116A	001‑000‑SE	 seminar	25	0	25	–	–	–	AC
PSYC	116A	001‑001‑LA	 lab	25	0	25	–	–	–	AC
PSYC	122	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	124	001‑000‑LE	 lecture	80	0	80	–	–	–	AC
PSYC	132	001‑000‑LE	 lecture	120	0	120	–	–	–	AC
PSYC	137	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	145	001‑000‑LE	 lecture	149	0	149	–	–	–	AC
PSYC	154	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	169	001‑000‑LE	 lecture	250	0	250	–	–	–	AC
PSYC	171	001‑000‑LE	 lecture	250	0	250	–	–	–	AC
PSYC	172	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	174	001‑000‑LE	 lecture	250	0	250	–	–	–	AC
PSYC	178	001‑000‑LE	 lecture	149	0	149	–	–	–	AC
PSYC	181	001‑000‑LE	 lecture	300	0	300	–	–	–	AC
PSYC	184	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	188	001‑000‑LE	 lecture	295	0	295	–	–	–	AC
PSYC	189	001‑000‑LE	 lecture	65	0	65	–	–	–	AC
PSYC	193	001‑000‑LE	 lecture	80	0	80	–	–	–	AC
PSYC	193	002‑000‑LE	 lecture	35	0	35	–	–	–	AC
PSYC	193L	001‑000‑LE	 lecture	30	0	30	–	–	–	AC
PSYC	193L	001‑001‑LA	 lab	30	0	30	–	–	–	AC
PSYC	193L	002‑000‑LE	 lecture	35	0	35	–	–	–	AC
PSYC	193L	002‑001‑LA	 lab	35	0	35	–	–	–	AC
PSYC	194A	001‑000‑LE	 lecture	35	0	35	–	–	–	AC
PSYC	194A	001‑001‑LA	 lab	35	0	35	–	–	–	AC
PSYC	203	001‑000‑SE	 seminar	20	0	20	–	–	–	AC
PSYC	218	001‑000‑SE	 seminar	20	0	20	–	–	–	AC
PSYC	221	001‑000‑SE	 seminar	20	0	20	–	–	–	AC


Subject,Course,Section Code,Class Name,Instruction Type,Enrollment Limit,Enrolled,Available Seats,Waitlist Capacity,Waitlist Enrolled,Waitlist Available
PSYC,224,001-000-SE,PSYC 224,se,30,0,30,,,
PSYC,242,001-000-SE,PSYC 242,se,30,0,30,,,
PSYC,247,001-000-SE,PSYC 247,se,20,0,20,,,
PSYC,270A,001-000-LA,PSYC 270A,lab,20,0,20,,,
PSYC,272,001-000-SE,PSYC 272,se,20,0,20,,,
PSYC,274,001-000-SE,PSYC 274,se,30,0,30,,,
PSYC,275,001-000-SE,PSYC 275,se,30,0,30,,,
PSYC,280,001-000-SE,PSYC 280,se,80,0,80,,,
PSYC,296,001-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,002-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,003-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,004-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,005-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,006-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,007-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,008-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,009-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,010-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,011-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,012-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,013-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,014-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,015-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,016-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,017-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,018-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,019-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,020-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,021-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,022-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,023-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,024-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,025-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,026-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,027-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,028-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,029-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,296,030-000-PR,PSYC 296,pr,9999,0,9999,,,
PSYC,299,001-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,002-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,003-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,004-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,005-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,006-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,007-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,009-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,010-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,011-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,012-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,014-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,015-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,016-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,018-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,019-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,020-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,022-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,023-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,024-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,025-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,026-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,028-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,029-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,030-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,031-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,032-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,033-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,034-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,299,035-000-PR,PSYC 299,pr,9999,0,9999,,,
PSYC,500,001-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,002-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,003-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,004-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,005-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,006-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,007-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,008-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,009-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,010-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,011-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,012-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,013-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,014-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,015-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,016-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,017-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,018-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,019-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,020-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,021-000-IN,PSYC 500,in,9999,0,9999,,,
PSYC,500,022-000-IN,PSYC 500,in,9999,0,9999,,,
RAD,296,001-000-IN,RAD 296,in,5,0,5,,,
RAD,296,002-000-IN,RAD 296,in,5,0,5,,,
RAD,299,001-000-IN,RAD 299,in,5,0,5,,,
RAD,299,002-000-IN,RAD 299,in,5,0,5,,,
RAD,401,001-000-CL,RAD 401,cl,10,0,10,,,
RAD,411,001-000-CL,RAD 411,cl,10,0,10,,,
RAD,412,001-000-CL,RAD 412,cl,10,0,10,,,
RAD,427,001-000-CL,RAD 427,cl,10,0,10,,,
RAD,428,001-000-CL,RAD 428,cl,10,0,10,,,
RAD,434,001-000-CL,RAD 434,cl,10,0,10,,,
RAD,434T,001-000-CL,RAD 434T,cl,10,0,10,,,
RAD,496,001-000-IN,RAD 496,in,5,0,5,,,
RAD,496,002-000-IN,RAD 496,in,5,0,5,,,
RMAS,296,001-000-IN,RMAS 296,in,5,0,5,,,
RMAS,299,001-000-IN,RMAS 299,in,5,0,5,,,
RMAS,410,001-000-CL,RMAS 410,cl,10,0,10,,,
RMAS,429,001-000-CL,RMAS 429,cl,10,0,10,,,
RMAS,429T,001-000-CL,RMAS 429T,cl,10,0,10,,,
RMED,296,001-000-IN,RMED 296,in,5,0,5,,,
RMED,296,002-000-IN,RMED 296,in,5,0,5,,,
RMED,299,001-000-IN,RMED 299,in,5,0,5,,,
RMED,299,002-000-IN,RMED 299,in,5,0,5,,
